MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2026,MERCEDES-BENZ,AMG CLA 45 S 4MATIC+ COUPE,COMPACT,2,4,AM8,Z,11.7,8.4,10.2,28,236
2026,MERCEDES-BENZ,AMG CLE 53 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,12.1,9.2,10.8,26,253
2026,MERCEDES-BENZ,AMG CLE 53 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,11.7,8.7,10.4,27,243
2026,MERCEDES-BENZ,AMG G 63 SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,17.4,14.7,16.2,17,383
2026,MERCEDES-BENZ,AMG GLA 35 4MATIC COUPE,STATION WAGON: SMALL,2,4,AM8,Z,10.5,7.9,9.3,30,218
2026,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,STATION WAGON: SMALL,2,4,A9,Z,12.3,9.2,10.9,26,256
2026,MERCEDES-BENZ,AMG GLC 43 4MATIC+ SUV,STATION WAGON: SMALL,2,4,A9,Z,12.1,9,10.8,26,252
2026,MERCEDES-BENZ,AMG GLE 53 4MATIC+ COUPE,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,13.2,10.7,12.1,23,282
2026,MERCEDES-BENZ,AMG GLE 53 4MATIC+ SUV,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,12.9,10.2,11.7,24,273
2026,MERCEDES-BENZ,AMG GLE 63 S 4MATIC+ COUPE,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,15.8,11.4,13.8,20,325
2026,MERCEDES-BENZ,AMG GLE 63 S 4MATIC+ SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,16.1,11.5,14,20,328
2026,MERCEDES-BENZ,AMG GLS 63 4MATIC+ SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,16.2,11.7,14.2,20,334
2026,MERCEDES-BENZ,AMG GT 43 COUPE,SUBCOMPACT,2,4,A9,Z,12.4,8.8,10.8,26,252
2026,MERCEDES-BENZ,AMG GT 53 4MATIC+ 4-DOOR COUPE,STATION WAGON: SMALL,3,6,A9,Z,12.3,10,11.3,25,263
2026,MERCEDES-BENZ,AMG GT 55 4MATIC+ COUPE,SUBCOMPACT,4,8,A9,Z,17.4,11.5,14.8,19,346
2026,MERCEDES-BENZ,AMG GT 63 4MATIC+ 4-DOOR COUPE,STATION WAGON: SMALL,4,8,A9,Z,15.3,11.3,13.5,21,318
2026,MERCEDES-BENZ,AMG GT 63 4MATIC+ COUPE,SUBCOMPACT,4,8,A9,Z,18,11.5,15.1,19,346
2026,MERCEDES-BENZ,AMG GT 63 PRO 4MATIC+ COUPE,SUBCOMPACT,4,8,A9,Z,17.4,11.5,14.8,19,346
2026,MERCEDES-BENZ,AMG SL 43 4MATIC ROADSTER,MINICOMPACT,2,4,A9,Z,12.2,8.8,10.7,26,249
2026,MERCEDES-BENZ,AMG SL 55 4MATIC+ ROADSTER,MINICOMPACT,4,8,A9,Z,17.3,11.4,14.7,19,343
2026,MERCEDES-BENZ,AMG SL 63 4MATIC+ ROADSTER,MINICOMPACT,4,8,A9,Z,17.3,11.4,14.7,19,347
2026,MERCEDES-BENZ,MAYBACH AMG SL 680 4MATIC ROADSTER,TWO-SEATER,4,8,A9,Z,17,11.3,14.5,19,347
2026,MERCEDES-BENZ,C 300 SEDAN,COMPACT,2,4,A9,Z,9.3,6.7,8.1,35,191
2026,MERCEDES-BENZ,C 300 4MATIC SEDAN,COMPACT,2,4,A9,Z,10,7.1,8.7,32,204
2026,MERCEDES-BENZ,CLA 250 COUPE,COMPACT,2,4,AM8,Z,9,6.5,7.9,36,185
2026,MERCEDES-BENZ,CLA 250 4MATIC COUPE,COMPACT,2,4,AM8,Z,9.3,6.9,8.2,34,193
2026,MERCEDES-BENZ,CLE 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,A9,Z,9.9,7.1,8.6,33,202
2026,MERCEDES-BENZ,CLE 300 4MATIC COUPE,SUBCOMPACT,2,4,A9,Z,9.9,7.2,8.7,32,203
2026,MERCEDES-BENZ,CLE 450 4MATIC CABRIOLET,SUBCOMPACT,3,6,A9,Z,10.2,7.4,8.9,32,210
2026,MERCEDES-BENZ,CLE 450 4MATIC COUPE,SUBCOMPACT,3,6,A9,Z,10.4,7.3,9,31,211
2026,MERCEDES-BENZ,E 350 4MATIC SEDAN,MID-SIZE,2,4,A9,Z,10,7.2,8.7,32,203
2026,MERCEDES-BENZ,E 450 4MATIC SEDAN,MID-SIZE,3,6,A9,Z,10.8,7.7,9.4,30,221
2026,MERCEDES-BENZ,E 450 4MATIC ALL-TERRAIN WAGON,STATION WAGON: MID-SIZE,3,6,A9,Z,10.6,7.6,9.3,30,218
2026,MERCEDES-BENZ,G 550 SUV,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,13.6,12.4,13.1,22,305
2026,MERCEDES-BENZ,GLA 250 SUV,STATION WAGON: SMALL,2,4,AM8,Z,9.2,6.9,8.2,34,190
2026,MERCEDES-BENZ,GLA 250 4MATIC SUV,SPORT UTILITY VEHICLE: SMALL,2,4,AM8,Z,9.4,7.1,8.4,34,196
2026,MERCEDES-BENZ,GLB 250 SUV,STATION WAGON: SMALL,2,4,AM8,Z,9.3,7,8.3,34,193
2026,MERCEDES-BENZ,GLB 250 4MATIC SUV,SPORT UTILITY VEHICLE: SMALL,2,4,AM8,Z,9.8,7.2,8.6,33,201
2026,MERCEDES-BENZ,GLC 300 4MATIC COUPE,SPORT UTILITY VEHICLE: SMALL,2,4,A9,Z,10.1,7.7,9,31,210
2026,MERCEDES-BENZ,GLC 300 4MATIC SUV,SPORT UTILITY VEHICLE: SMALL,2,4,A9,Z,9.9,7.7,8.9,32,208
2026,MERCEDES-BENZ,GLE 350 4MATIC SUV,SPORT UTILITY VEHICLE: STANDARD,2,4,A9,Z,12.2,9.2,10.8,26,255
2026,MERCEDES-BENZ,GLE 450 4MATIC COUPE,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,12.5,9.6,11.2,25,264
2026,MERCEDES-BENZ,GLE 450 4MATIC SUV,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,12.5,9.6,11.2,25,264
2026,MERCEDES-BENZ,GLE 580 4MATIC SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,15.2,11.2,13.4,21,314
2026,MERCEDES-BENZ,GLS 450 4MATIC SUV,SPORT UTILITY VEHICLE: STANDARD,3,6,A9,Z,12.7,9.6,11.3,25,266
2026,MERCEDES-BENZ,GLS 580 4MATIC SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,16.6,11.5,14.3,20,335
2026,MERCEDES-BENZ,MAYBACH GLS 600 4MATIC SUV,SPORT UTILITY VEHICLE: STANDARD,4,8,A9,Z,17.7,12.9,15.6,18,364
2026,MERCEDES-BENZ,S 500 4MATIC SEDAN,FULL-SIZE,3,6,A9,Z,11.6,8.2,10.1,28,236
2026,MERCEDES-BENZ,S 580 4MATIC SEDAN,FULL-SIZE,4,8,A9,Z,14.1,9.4,12,24,208
2026,MERCEDES-BENZ,MAYBACH S 580 4MATIC SEDAN,FULL-SIZE,4,8,A9,Z,14.6,8.8,12,24,280
2026,MERCEDES-BENZ,MAYBACH S 680 4MATIC SEDAN,FULL-SIZE,6,12,A9,Z,19.8,11.6,16.1,18,375
2026,MINI,COOPER 3 DOOR,SUBCOMPACT,2,4,AM7,Z,8.6,6,7.4,38,173
2026,MINI,COOPER 5 DOOR,COMPACT,2,4,AM7,Z,8.5,6,7.4,38,171
2026,MINI,COOPER CONVERTIBLE,MINICOMPACT,2,4,AM7,Z,8.8,6.4,7.7,37,179
2026,MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,AM7,Z,8.5,6.1,7.4,38,171
2026,MINI,COOPER S 5 DOOR,COMPACT,2,4,AM7,Z,8.4,6.1,7.3,39,170
2026,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,AM7,Z,8.9,6.6,7.9,36,181
2026,MINI,COUNTRYMAN S ALL4,SPORT UTILITY VEHICLE: SMALL,2,4,AM7,Z,9.8,7.3,8.7,32,201
2026,MINI,JCW 3 DOOR,SUBCOMPACT,2,4,AM7,Z,8.8,6.4,7.7,37,179
2026,MINI,JCW CONVERTIBLE,MINICOMPACT,2,4,AM7,Z,9,6.6,7.9,36,184
2026,MINI,JCW COUNTRYMAN ALL4,SPORT UTILITY VEHICLE: SMALL,2,4,AM7,Z,10.5,7.7,9.2,31,214
2026,MITSUBISHI,ECLIPSE CROSS 4WD,SPORT UTILITY VEHICLE: SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216
2026,MITSUBISHI,OUTLANDER 4WD,SPORT UTILITY VEHICLE: SMALL,1.5,4,AV8,X,9.4,7.8,8.7,32,204
2026,MITSUBISHI,RVR,SPORT UTILITY VEHICLE: SMALL,2,4,AV6,X,9.7,7.8,8.8,32,206
2026,MITSUBISHI,RVR 4WD,SPORT UTILITY VEHICLE: SMALL,2,4,AV6,X,10.1,8.2,9.2,31,215
2026,MITSUBISHI,RVR 4WD,SPORT UTILITY VEHICLE: SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,219
2026,NISSAN,ARMADA 4WD,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS9,Z,14.7,12.4,13.7,21,323
2026,NISSAN,ARMADA 4WD PRO-4X,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS9,Z,15.7,12.9,14.4,20,339
2026,NISSAN,FRONTIER,PICKUP TRUCK: STANDARD,3.8,6,AS9,X,13.4,9.5,11.6,24,273
2026,NISSAN,FRONTIER 4WD,PICKUP TRUCK: STANDARD,3.8,6,AS9,X,13.5,11.1,12.4,23,293
2026,NISSAN,FRONTIER 4WD PRO-4X,PICKUP TRUCK: STANDARD,3.8,6,AS9,X,14,11.6,12.9,22,305
2026,NISSAN,KICKS,SPORT UTILITY VEHICLE: SMALL,2,4,AV,X,8.1,6.6,7.4,38,174
2026,NISSAN,KICKS AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AV,X,8.5,6.9,7.8,36,183
2026,NISSAN,MURANO AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AS9,X,10.6,8.6,9.7,29,229
2026,NISSAN,PATHFINDER 4WD,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS9,X,11.8,9.6,10.8,26,253
2026,NISSAN,PATHFINDER 4WD ROCK CREEK,SPORT UTILITY VEHICLE: STANDARD,3.5,6,AS9,Z,12,10.2,11.2,25,263
2026,NISSAN,ROGUE,SPORT UTILITY VEHICLE: SMALL,1.5,3,AV8,X,8,6.6,7.4,38,173
2026,NISSAN,ROGUE AWD,SPORT UTILITY VEHICLE: SMALL,1.5,3,AV8,X,8.3,6.8,7.6,37,179
2026,NISSAN,ROGUE AWD ROCK CREEK,SPORT UTILITY VEHICLE: SMALL,1.5,3,AV8,X,8.7,7.2,8,35,188
2026,NISSAN,SENTRA S,MID-SIZE,2,4,AV,X,7.9,6.1,7.1,40,167
2026,NISSAN,SENTRA SV,MID-SIZE,2,4,AV,X,7.9,6.1,7.1,40,166
2026,NISSAN,SENTRA SL/SR,MID-SIZE,2,4,AV,X,8,6.4,7.2,39,170
2026,NISSAN,Z,TWO-SEATER,3,6,AS9,Z,12.3,8.6,10.6,27,250
2026,NISSAN,Z,TWO-SEATER,3,6,M6,Z,13.4,10,11.9,24,280
2026,NISSAN,Z NISMO,TWO-SEATER,3,6,AS9,Z,14.1,9.9,12.2,23,287
2026,PORSCHE,911 CARRERA,MINICOMPACT,3,6,AM8,Z,12.9,9.2,11.3,25,263
2026,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3,6,AM8,Z,13,9.4,11.4,25,264
2026,PORSCHE,CAYENNE,SPORT UTILITY VEHICLE: STANDARD,3,6,AS8,Z,13.8,10.2,12.2,23,291
2026,PORSCHE,CAYENNE COUPE,SPORT UTILITY VEHICLE: STANDARD,3,6,AS8,Z,13.8,10.2,12.2,23,291
2026,PORSCHE,CAYENNE S,SPORT UTILITY VEHICLE: STANDARD,4,8,AS8,Z,15.3,11.2,13.5,21,324
2026,PORSCHE,CAYENNE S COUPE,SPORT UTILITY VEHICLE: STANDARD,4,8,AS8,Z,15.7,11,13.6,21,324
2026,PORSCHE,CAYENNE TURBO GT COUPE,SPORT UTILITY VEHICLE: STANDARD,4,8,AS8,Z,15.5,11.8,13.8,20,324
2026,PORSCHE,MACAN,SPORT UTILITY VEHICLE: SMALL,2,4,AM7,Z,12.4,9.3,11,26,263
2026,PORSCHE,MACAN T,SPORT UTILITY VEHICLE: SMALL,2,4,AM7,Z,12.2,9.6,11,26,259
2026,PORSCHE,MACAN S,SPORT UTILITY VEHICLE: SMALL,2.9,6,AM7,Z,13.8,10.1,12.2,23,289
2026,PORSCHE,MACAN GTS,SPORT UTILITY VEHICLE: SMALL,2.9,6,AM7,Z,13.5,10.7,12.2,23,290
2026,PORSCHE,PANAMERA,FULL-SIZE,2.9,6,AM8,Z,13.1,9.4,11.4,25,268
2026,PORSCHE,PANAMERA 4,FULL-SIZE,2.9,6,AM8,Z,13.1,9.4,11.4,25,264
2026,PORSCHE,PANAMERA GTS,FULL-SIZE,4,8,AM8,Z,14.7,9.8,12.5,23,295
2026,RAM,1500,PICKUP TRUCK: STANDARD,3,6,A8,X,13.1,9.4,11.5,25,269
2026,RAM,1500 ETORQUE,PICKUP TRUCK: STANDARD,3.6,6,A8,X,12,9.4,10.8,26,253
2026,RAM,1500 ETORQUE,PICKUP TRUCK: STANDARD,5.7,8,A8,X,13.8,10.8,12.5,23,292
2026,RAM,1500 4X4,PICKUP TRUCK: STANDARD,3,6,A8,X,13.2,9.9,11.7,24,276
2026,RAM,1500 4X4 ETORQUE,PICKUP TRUCK: STANDARD,3.6,6,A8,X,12.1,9.7,11,26,259
2026,RAM,1500 4X4 ETORQUE,PICKUP TRUCK: STANDARD,5.7,8,A8,X,14.7,11.6,13.3,21,312
2026,RAM,1500 4X4 HO,PICKUP TRUCK: STANDARD,3,6,A8,Z,15.7,11.5,13.8,20,324
2026,RAM,1500 4X4 RHO,PICKUP TRUCK: STANDARD,3,6,A8,Z,16.7,14.9,15.9,18,374
2026,ROLLS-ROYCE,CULLINAN,SPORT UTILITY VEHICLE: STANDARD,6.7,12,AS8,Z,19.7,12.4,16.4,17,379
2026,ROLLS-ROYCE,BLACK BADGE CULLINAN,SPORT UTILITY VEHICLE: STANDARD,6.7,12,AS8,Z,19.7,12.4,16.4,17,379
2026,ROLLS-ROYCE,GHOST,FULL-SIZE,6.7,12,AS8,Z,19.7,12.4,16.4,17,379
2026,ROLLS-ROYCE,BLACK BADGE GHOST,FULL-SIZE,6.7,12,AS8,Z,19.7,12.4,16.4,17,379
2026,ROLLS-ROYCE,GHOST EXTENDED,FULL-SIZE,6.7,12,AS8,Z,19.7,12.4,16.4,17,379
2026,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,19.7,12.4,16.4,17,379
2026,ROLLS-ROYCE,PHANTOM EXTENDED,FULL-SIZE,6.7,12,AS8,Z,19.7,12.4,16.4,17,379
2026,SUBARU,ASCENT AWD,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AV8,X,12.4,9.2,11,26,258
2026,SUBARU,BRZ,MINICOMPACT,2.4,4,AS6,Z,11.1,7.8,9.6,29,225
2026,SUBARU,BRZ,MINICOMPACT,2.4,4,M6,Z,12,8.8,10.5,27,247
2026,SUBARU,CROSSTREK AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV8,X,9,7.1,8.1,35,191
2026,SUBARU,CROSSTREK WILDERNESS AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV8,X,9.6,8.1,8.9,32,210
2026,SUBARU,CROSSTREK HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV6,X,6.5,6.5,6.5,43,153
2026,SUBARU,FORESTER AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV8,X,9.1,7.2,8.3,34,194
2026,SUBARU,FORESTER WILDERNESS AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV8,X,9.9,8.3,9.2,31,216
2026,SUBARU,FORESTER HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV6,X,6.8,7,6.9,41,161
2026,SUBARU,IMPREZA AWD,STATION WAGON: SMALL,2,4,AV8,X,8.8,6.9,8,35,185
2026,SUBARU,IMPREZA AWD,STATION WAGON: SMALL,2.5,4,AV8,X,9,7.2,8.2,34,193
2026,SUBARU,OUTBACK AWD,SPORT UTILITY VEHICLE: SMALL,2.4,4,AV8,X,11,8.3,9.7,29,229
2026,SUBARU,OUTBACK AWD,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV8,X,9.3,7.5,8.5,33,199
2026,SUBARU,OUTBACK WILDERNESS AWD,SPORT UTILITY VEHICLE: SMALL,2.4,4,AV8,X,11.3,8.8,10.2,28,239
2026,TOYOTA,4RUNNER 4WD (PART-TIME 4WD),SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,X,12.4,9.6,11.2,25,262
2026,TOYOTA,4RUNNER 4WD LIMITED,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,X,12,9.9,11.1,25,258
2026,TOYOTA,4RUNNER HYBRID 4WD (PART-TIME 4WD),SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,X,10.4,9.6,10,28,235
2026,TOYOTA,4RUNNER HYBRID 4WD PLATINUM,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,X,10.5,9.7,10.1,28,236
2026,TOYOTA,CAMRY,MID-SIZE,2.5,4,AV,X,5,5,5,56,117
2026,TOYOTA,CAMRY AWD SE/XLE,MID-SIZE,2.5,4,AV,X,5.1,5.2,5.1,55,120
2026,TOYOTA,CAMRY AWD XSE,MID-SIZE,2.5,4,AV,X,5.5,5.5,5.5,51,127
2026,TOYOTA,COROLLA (1-MODE),COMPACT,2,4,AV,X,7.4,5.7,6.7,42,158
2026,TOYOTA,COROLLA (3-MODE),COMPACT,2,4,AV10,X,7.6,5.9,6.8,42,160
2026,TOYOTA,COROLLA HATCHBACK,COMPACT,2,4,AV10,X,7.5,5.9,6.8,42,159
2026,TOYOTA,COROLLA HYBRID,COMPACT,1.8,4,AV,X,4.4,5.1,4.7,60,110
2026,TOYOTA,COROLLA HYBRID AWD (2-MODE),COMPACT,1.8,4,AV,X,4.6,5.3,4.9,58,115
2026,TOYOTA,COROLLA HYBRID AWD (3-MODE),COMPACT,1.8,4,AV,X,5,5.7,5.3,53,124
2026,TOYOTA,COROLLA CROSS,SPORT UTILITY VEHICLE: SMALL,2,4,AV10,X,7.6,7.2,7.4,38,172
2026,TOYOTA,COROLLA CROSS AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AV10,X,8.1,7.6,7.8,36,183
2026,TOYOTA,COROLLA CROSS HYBRID AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AV6,X,5.2,6.1,5.6,50,132
2026,TOYOTA,CROWN AWD,MID-SIZE,2.4,4,AS6,X,8.1,7.3,7.8,36,182
2026,TOYOTA,CROWN AWD,MID-SIZE,2.5,4,AV,X,5.6,5.7,5.7,50,133
2026,TOYOTA,CROWN SIGNIA AWD,STATION WAGON: SMALL,2.5,4,AV,X,6.1,6.3,6.2,46,144
2026,TOYOTA,GR COROLLA,SUBCOMPACT,1.6,3,AS8,Z,12.1,8.6,10.5,27,245
2026,TOYOTA,GR COROLLA,SUBCOMPACT,1.6,3,M6,Z,11.1,8.3,9.8,29,229
2026,TOYOTA,GR SUPRA 3.0,TWO-SEATER,3,6,AS8,Z,10.5,8,9.4,30,217
2026,TOYOTA,GR SUPRA 3.0,TWO-SEATER,3,6,M6,Z,12.6,9,11,26,253
2026,TOYOTA,GR86,MINICOMPACT,2.4,4,AS6,Z,11.2,7.9,9.7,29,228
2026,TOYOTA,GR86,MINICOMPACT,2.4,4,M6,Z,12,8.9,10.6,27,250
2026,TOYOTA,GRAND HIGHLANDER AWD LE/XLE,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,X,11.2,8.6,10,28,236
2026,TOYOTA,GRAND HIGHLANDER AWD LIMITED/PLATINUM,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,X,11.6,9,10.7,26,249
2026,TOYOTA,GRAND HIGHLANDER HYBRID AWD,SPORT UTILITY VEHICLE: STANDARD,2.5,4,AV6,X,6.6,7.4,7,40,161
2026,TOYOTA,GRAND HIGHLANDER HYBRID MAX AWD,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AV6,X,9,8.6,8.8,32,206
2026,TOYOTA,HIGHLANDER AWD,SPORT UTILITY VEHICLE: SMALL,2.4,4,AS8,X,11,8.4,9.9,29,231
2026,TOYOTA,HIGHLANDER HYBRID AWD,SPORT UTILITY VEHICLE: STANDARD,2.5,4,AV,X,6.7,6.8,6.7,42,158
2026,TOYOTA,HIGHLANDER HYBRID AWD LIMITED/PLATINUM,SPORT UTILITY VEHICLE: STANDARD,2.5,4,AV,X,6.6,6.8,6.7,42,156
2026,TOYOTA,LAND CRUISER,SPORT UTILITY VEHICLE: STANDARD,2.4,4,AS8,Z,10.7,9.5,10.1,28,237
2026,TOYOTA,PRIUS AWD,MID-SIZE,2,4,AV,X,4.8,4.7,4.8,59,111
2026,TOYOTA,RAV4 AWD LE,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV,X,5.1,6,5.5,51,129
2026,TOYOTA,RAV4 AWD XLE,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV,X,5.2,6.1,5.7,50,132
2026,TOYOTA,RAV4 AWD XSE/LIMITED,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV,X,5.4,6.3,5.8,49,137
2026,TOYOTA,RAV4 AWD WOODLAND EDITION,SPORT UTILITY VEHICLE: SMALL,2.5,4,AV,X,5.7,6.7,6.2,46,143
2026,TOYOTA,SEQUOIA 4WD,SPORT UTILITY VEHICLE: STANDARD,3.4,6,AS10,X,12.6,10.5,11.7,24,273
2026,TOYOTA,SIENNA,MINIVAN,2.5,4,AV,X,6.6,6.5,6.6,43,153
2026,TOYOTA,SIENNA AWD,MINIVAN,2.5,4,AV,X,6.8,6.7,6.8,42,158
2026,TOYOTA,TACOMA 4WD (2-MODE),PICKUP TRUCK: SMALL,2.4,4,AS8,X,12.5,9.6,11.2,25,264
2026,TOYOTA,TACOMA 4WD (3-MODE),PICKUP TRUCK: SMALL,2.4,4,AS8,X,12.4,10.2,11.4,25,269
2026,TOYOTA,TACOMA 4WD,PICKUP TRUCK: SMALL,2.4,4,M6,X,13.2,10.3,11.9,24,279
2026,TOYOTA,TACOMA HYBRID 4WD,PICKUP TRUCK: STANDARD,2.4,4,AS8,X,10.5,9.9,10.3,27,240
2026,TOYOTA,TACOMA HYBRID 4WD LIMITED,PICKUP TRUCK: STANDARD,2.4,4,AS8,X,10.5,9.7,10.1,28,236
2026,TOYOTA,TUNDRA,PICKUP TRUCK: STANDARD,3.4,6,AS10,X,13.3,10.5,12,24,282
2026,TOYOTA,TUNDRA 4WD (1-MODE),PICKUP TRUCK: STANDARD,3.4,6,AS10,X,13.7,10.8,12.4,23,292
2026,TOYOTA,TUNDRA 4WD (3-MODE),PICKUP TRUCK: STANDARD,3.4,6,AS10,X,13.5,10.6,12.2,23,287
2026,TOYOTA,TUNDRA HYBRID 4WD,PICKUP TRUCK: STANDARD,3.4,6,AS10,X,12.7,10.5,11.7,24,274
2026,TOYOTA,TUNDRA HYBRID 4WD TRD PRO,PICKUP TRUCK: STANDARD,3.4,6,AS10,X,12.9,11.6,12.3,23,287
2026,VOLKSWAGEN,ATLAS 4MOTION COMFORTLINE,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,X,12,9.2,10.7,26,252
2026,VOLKSWAGEN,ATLAS 4MOTION HIGHLINE/EXECLINE,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,X,12.4,9.4,11,26,259
2026,VOLKSWAGEN,ATLAS 4MOTION PEAK EDITION,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,X,12.6,9.4,11.1,25,262
2026,VOLKSWAGEN,ATLAS CROSS SPORT 4MOTION,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,X,12,9.2,10.7,26,252
2026,VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM7,X,9.9,7.4,8.8,32,205
2026,VOLKSWAGEN,GOLF R,COMPACT,2,4,AM7,Z,10.5,7.7,9.3,30,217
2026,VOLKSWAGEN,JETTA,COMPACT,1.5,4,AS8,X,8.2,5.9,7.2,39,169
2026,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,AM7,X,9.5,6.7,8.2,34,194
2026,VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,X,9.1,6.5,8.1,35,190
2026,VOLKSWAGEN,TAOS,SPORT UTILITY VEHICLE: SMALL,1.5,4,AS8,X,8.3,6.5,7.4,38,178
2026,VOLKSWAGEN,TAOS 4MOTION,SPORT UTILITY VEHICLE: SMALL,1.5,4,AS8,X,9.4,7.2,8.4,34,198
2026,VOLKSWAGEN,TIGUAN,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,X,9.4,7.3,8.5,33,199
2026,VOLKSWAGEN,TIGUAN 4MOTION,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,X,10.4,7.6,9.2,31,216
2026,VOLVO,V60 CC B5 AWD,STATION WAGON: SMALL,2,4,AS8,Z,10.1,7.6,8.9,32,210
2026,VOLVO,V90 CC B6 AWD,STATION WAGON: MID-SIZE,2,4,AS8,Z,10.4,8,9.3,30,219
2026,VOLVO,XC40 B5 AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,Z,10.1,7.8,9.1,31,213
2026,VOLVO,XC60 B5 AWD,SPORT UTILITY VEHICLE: SMALL,2,4,AS8,Z,10,7.8,9,31,212
2026,VOLVO,XC90 B6 AWD,SPORT UTILITY VEHICLE: STANDARD,2,4,AS8,Z,11.5,9,10.4,27,244